Date,MetroArea,SECTOR,rent_value,MarketRentDollars,AAA,OTR_USD_10YR,USD_GRM_spread,log_index,log_MarketRentDollars,log_10year_rate,inelastic,intersect
1/1/2011,Atlanta,APT,38124.8013,849.0,1.3060161290322583,3.8239838709677416,0.6522096774193549,10.548620302092852,6.744059186311348,1.341292777337096,0,0.0
1/1/2011,Atlanta,OFF,186.7784923,21.17,1.3060161290322583,3.8239838709677416,0.6522096774193549,5.2299233815856025,3.0525850851467737,1.341292777337096,0,0.0
1/1/2011,Atlanta,RET,60.75936009,17.16,1.3060161290322583,3.8239838709677416,0.6522096774193549,4.106921145907794,2.8425810940598164,1.341292777337096,0,0.0
1/1/2012,Atlanta,APT,66591.908,860.0,1.61597311827957,2.280693548387097,0.4004354838709677,11.106338347645073,6.756932389247553,0.8244795845996711,0,0.0
1/1/2012,Atlanta,OFF,93.46312592,21.36,1.61597311827957,2.280693548387097,0.4004354838709677,4.537566983321129,3.061520014091994,0.8244795845996711,0,0.0
1/1/2012,Atlanta,RET,104.0159377,17.14,1.61597311827957,2.280693548387097,0.4004354838709677,4.644544134515618,2.8414149131696336,0.8244795845996711,0,0.0
1/1/2013,Atlanta,APT,80754.9407,879.0,1.8334043715846997,2.0432622950819668,0.5208196721311474,11.299174424352488,6.778784897685177,0.7145476948103945,0,0.0
1/1/2013,Atlanta,OFF,174.1190595,21.6,1.8334043715846997,2.0432622950819668,0.5208196721311474,5.1597393152222315,3.0726933146901194,0.7145476948103945,0,0.0
1/1/2013,Atlanta,RET,139.2894119,17.29,1.8334043715846997,2.0432622950819668,0.5208196721311474,4.936553868564528,2.850128299695199,0.7145476948103945,0,0.0
1/1/2014,Atlanta,APT,89507.3091,910.0,1.6717049180327876,2.7682950819672127,1.0811311475409837,11.402075566850254,6.813444599510896,1.018231636830481,0,0.0
1/1/2014,Atlanta,OFF,104.127726,21.82,1.6717049180327876,2.7682950819672127,1.0811311475409837,4.645618280216343,3.0828269804049246,1.018231636830481,0,0.0
1/1/2014,Atlanta,RET,95.94891148,17.44,1.6717049180327876,2.7682950819672127,1.0811311475409837,4.563815877730682,2.8587664184808337,1.018231636830481,0,0.0
1/1/2015,Atlanta,APT,101264.6829,947.0,1.6526363636363635,1.9173636363636368,1.5629454545454544,11.525492990751236,6.853299093186078,0.6509511364051072,0,0.0
1/1/2015,Atlanta,OFF,195.6989552,22.43,1.6526363636363635,1.9173636363636368,1.5629454545454544,5.276577535603926,3.110399348532117,0.6509511364051072,0,0.0
1/1/2015,Atlanta,RET,161.0272322,17.5,1.6526363636363635,1.9173636363636368,1.5629454545454544,5.081573494780591,2.8622008809294686,0.6509511364051072,0,0.0
10/1/2011,Atlanta,APT,68149.7759,857.0,1.6042150537634403,2.322451612903226,0.3321612903225807,11.129463148784716,6.75343791859778,0.8426233574320866,0,0.0
10/1/2011,Atlanta,OFF,140.4234858,21.32,1.6042150537634403,2.322451612903226,0.3321612903225807,4.944662755380121,3.0596455992976437,0.8426233574320866,0,0.0
10/1/2011,Atlanta,RET,82.64616563,17.1,1.6042150537634403,2.322451612903226,0.3321612903225807,4.414568430329387,2.8390784635086144,0.8426233574320866,0,0.0
10/1/2012,Atlanta,APT,78284.082,874.0,1.7052000000000012,1.8347999999999993,0.4099,11.268099566292504,6.773080375655535,0.6069354837408795,0,0.0
10/1/2012,Atlanta,OFF,101.17085959999999,21.55,1.7052000000000012,1.8347999999999993,0.4099,4.616810766771601,3.070375816549757,0.6069354837408795,0,0.0
10/1/2012,Atlanta,RET,158.8508167,17.19,1.7052000000000012,1.8347999999999993,0.4099,5.067965502030606,2.844327819394758,0.6069354837408795,0,0.0
10/1/2013,Atlanta,APT,65738.6012,904.0,1.8359784946236561,2.7573548387096776,0.965467741935484,11.09344156923096,6.806829360392176,1.0142718284061651,0,0.0
10/1/2013,Atlanta,OFF,122.82674070000002,21.75,1.8359784946236561,2.7573548387096776,0.965467741935484,4.810774750150501,3.079613757534693,1.0142718284061651,0,0.0
10/1/2013,Atlanta,RET,112.30148419999999,17.37,1.8359784946236561,2.7573548387096776,0.965467741935484,4.721187078041746,2.854744580253014,1.0142718284061651,0,0.0
10/1/2014,Atlanta,APT,99561.7426,940.0,1.6495698924731181,2.2270967741935483,1.4506612903225806,11.508533259341611,6.84587987526405,0.8006988422900262,0,0.0
10/1/2014,Atlanta,OFF,163.0028895,22.14,1.6495698924731181,2.2270967741935483,1.4506612903225806,5.093767927643506,3.0973859272804907,0.8006988422900262,0,0.0
10/1/2014,Atlanta,RET,142.1143198,17.53,1.6495698924731181,2.2270967741935483,1.4506612903225806,4.956631802721113,2.863913698933143,0.8006988422900262,0,0.0
10/1/2015,Atlanta,APT,90091.8252,988.0,1.8361397849462362,2.1571935483870974,1.5947741935483868,11.40858470918052,6.895682697747868,0.7688080937417591,0,0.0
